,genome_id,genome_name,taxon_id,antibiotic,resistant_phenotype,measurement,measurement_sign,measurement_value,measurement_unit,laboratory_typing_method,laboratory_typing_method_version,laboratory_typing_platform,vendor,testing_standard,testing_standard_year,source
152261,562.45653,Escherichia coli strain EC_42,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
152302,562.4565,Escherichia coli strain EC_43,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
152343,562.45644,Escherichia coli strain EC_44,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
152384,562.45642,Escherichia coli strain EC_45,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
152425,562.45638,Escherichia coli strain EC_46,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
152466,562.45635,Escherichia coli strain EC_47,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
152507,562.45636,Escherichia coli strain EC_48,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
152548,562.45634,Escherichia coli strain EC_49,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
152589,562.45631,Escherichia coli strain EC_50,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
152630,562.45629,Escherichia coli strain EC_51,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
152671,562.45619,Escherichia coli strain EC_52,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
152712,562.45616,Escherichia coli strain EC_54,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
152753,562.45626,Escherichia coli strain EC_55,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
152794,562.45624,Escherichia coli strain EC_56,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
152835,562.45622,Escherichia coli strain EC_57,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
152876,562.45621,Escherichia coli strain EC_58,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
152917,562.45618,Escherichia coli strain EC_59,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
152958,562.4562,Escherichia coli strain EC_60,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
152999,562.45623,Escherichia coli strain EC_61,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
153040,562.45672,Escherichia coli strain EC_62,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
153081,562.45612,Escherichia coli strain EC_63,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
153122,562.45613,Escherichia coli strain EC_64,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
153163,562.45627,Escherichia coli strain EC_65,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
153204,562.45589,Escherichia coli strain EC_66,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
153245,562.45614,Escherichia coli strain EC_67,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
153286,562.45608,Escherichia coli strain EC_68,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
153327,562.45609,Escherichia coli strain EC_71,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
153368,562.4559,Escherichia coli strain EC_72,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
153409,562.45604,Escherichia coli strain EC_73,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
153450,562.45605,Escherichia coli strain EC_74,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
153491,562.45606,Escherichia coli strain EC_75,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
153532,562.45594,Escherichia coli strain EC_76,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
153573,562.456,Escherichia coli strain EC_77,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
153614,562.45599,Escherichia coli strain EC_78,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
153655,562.45593,Escherichia coli strain EC_79,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
153696,562.4561,Escherichia coli strain EC_80,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
153737,562.45597,Escherichia coli strain EC_81,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
153778,562.45603,Escherichia coli strain EC_82,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
153819,562.45592,Escherichia coli strain EC_83,562.0,cefepime,Resistant,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
153860,562.45602,Escherichia coli strain EC_84,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
153901,562.45591,Escherichia coli strain EC_85,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
153942,562.45607,Escherichia coli strain EC_88,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
153983,562.45587,Escherichia coli strain EC_89,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
154024,562.45596,Escherichia coli strain EC_90,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
154065,562.45601,Escherichia coli strain EC_92,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
154106,562.45598,Escherichia coli strain EC_94,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
154147,562.45585,Escherichia coli strain EC_95,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
154188,562.45595,Escherichia coli strain EC_96,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
154229,562.45611,Escherichia coli strain EC_97,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
154270,562.45588,Escherichia coli strain EC_98,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
154313,562.58773,Escherichia coli strain ENV103,562.0,cefepime,Susceptible,<=0.5,<=,0.5,mg/L,Broth dilution,,,Thermo Fisher Scientific,eucast,2015.0,
154356,562.58774,Escherichia coli strain ENV190,562.0,cefepime,Susceptible,<=0.5,<=,0.5,mg/L,Broth dilution,,,Thermo Fisher Scientific,eucast,2015.0,
154399,562.58775,Escherichia coli strain ENV210,562.0,cefepime,Resistant,>8,>,8,mg/L,Broth dilution,,,Thermo Fisher Scientific,eucast,2015.0,
154442,562.58776,Escherichia coli strain ENV222,562.0,cefepime,Susceptible,<=0.5,<=,0.5,mg/L,Broth dilution,,,Thermo Fisher Scientific,eucast,2015.0,
154485,562.58777,Escherichia coli strain ENV225,562.0,cefepime,Resistant,>8,>,8,mg/L,Broth dilution,,,Thermo Fisher Scientific,eucast,2015.0,
154528,562.58779,Escherichia coli strain ENV228,562.0,cefepime,Susceptible,<=0.5,<=,0.5,mg/L,Broth dilution,,,Thermo Fisher Scientific,eucast,2015.0,
154571,562.58778,Escherichia coli strain ENV233,562.0,cefepime,Susceptible,<=0.5,<=,0.5,mg/L,Broth dilution,,,Thermo Fisher Scientific,eucast,2015.0,
154614,562.5878,Escherichia coli strain ENV235,562.0,cefepime,Susceptible,<=0.5,<=,0.5,mg/L,Broth dilution,,,Thermo Fisher Scientific,eucast,2015.0,
154657,562.58781,Escherichia coli strain ENV316,562.0,cefepime,Susceptible,<=0.5,<=,0.5,mg/L,Broth dilution,,,Thermo Fisher Scientific,eucast,2015.0,
154700,562.58782,Escherichia coli strain ENV317,562.0,cefepime,Susceptible,<=0.5,<=,0.5,mg/L,Broth dilution,,,Thermo Fisher Scientific,eucast,2015.0,
154743,562.58783,Escherichia coli strain ENV323,562.0,cefepime,Susceptible,<=0.5,<=,0.5,mg/L,Broth dilution,,,Thermo Fisher Scientific,eucast,2015.0,
154786,562.58784,Escherichia coli strain ENV326,562.0,cefepime,Susceptible,<=0.5,<=,0.5,mg/L,Broth dilution,,,Thermo Fisher Scientific,eucast,2015.0,
154829,562.58785,Escherichia coli strain ENV388,562.0,cefepime,Susceptible,<=0.5,<=,0.5,mg/L,Broth dilution,,,Thermo Fisher Scientific,eucast,2015.0,
154872,562.58786,Escherichia coli strain ENV463,562.0,cefepime,Susceptible,<=0.5,<=,0.5,mg/L,Broth dilution,,,Thermo Fisher Scientific,eucast,2015.0,
154915,562.58769,Escherichia coli strain ENV49,562.0,cefepime,Susceptible,<=0.5,<=,0.5,mg/L,Broth dilution,,,Thermo Fisher Scientific,eucast,2015.0,
154958,562.5877,Escherichia coli strain ENV66,562.0,cefepime,Susceptible,<=0.5,<=,0.5,mg/L,Broth dilution,,,Thermo Fisher Scientific,eucast,2015.0,
155001,562.58787,Escherichia coli strain ENV663,562.0,cefepime,Susceptible,<=0.5,<=,0.5,mg/L,Broth dilution,,,Thermo Fisher Scientific,eucast,2015.0,
155044,562.58788,Escherichia coli strain ENV665,562.0,cefepime,Susceptible,<=0.5,<=,0.5,mg/L,Broth dilution,,,Thermo Fisher Scientific,eucast,2015.0,
155087,562.58771,Escherichia coli strain ENV68,562.0,cefepime,Susceptible,<=0.5,<=,0.5,mg/L,Broth dilution,,,Thermo Fisher Scientific,eucast,2015.0,
155130,562.58789,Escherichia coli strain ENV684,562.0,cefepime,Susceptible,<=0.5,<=,0.5,mg/L,Broth dilution,,,Thermo Fisher Scientific,eucast,2015.0,
155173,562.58791,Escherichia coli strain ENV704,562.0,cefepime,Susceptible,<=0.5,<=,0.5,mg/L,Broth dilution,,,Thermo Fisher Scientific,eucast,2015.0,
155216,562.5879,Escherichia coli strain ENV727,562.0,cefepime,Susceptible,<=0.5,<=,0.5,mg/L,Broth dilution,,,Thermo Fisher Scientific,eucast,2015.0,
155259,562.58792,Escherichia coli strain ENV737,562.0,cefepime,Susceptible,<=0.5,<=,0.5,mg/L,Broth dilution,,,Thermo Fisher Scientific,eucast,2015.0,
155302,562.58772,Escherichia coli strain ENV76,562.0,cefepime,Susceptible,<=0.5,<=,0.5,mg/L,Broth dilution,,,Thermo Fisher Scientific,eucast,2015.0,
155343,562.65794,Escherichia coli strain ESBL232B15_13_2E,562.0,cefepime,Intermediate,,,,,,,,,,,
155352,562.65795,Escherichia coli strain ESBL370B15_13_2A,562.0,cefepime,Intermediate,,,,,,,,,,,
155361,562.65793,Escherichia coli strain ESBL37B15_13_1E,562.0,cefepime,Intermediate,,,,,,,,,,,
155493,562.12961,Escherichia coli strain F1-8-ERB4,562.0,cefepime,Susceptible,<=1,<=,1,mg/L,,,VITEK 2,BioMerieux,EUCAST,,
155579,562.42761,Escherichia coli strain FDA-CDC-AR_0020,562.0,cefepime,Susceptible,0.5,<=,0.5,mg/L,Broth dilution,,,,CLSI,,
155604,562.42762,Escherichia coli strain FDA-CDC-AR_0084,562.0,cefepime,Susceptible,0.5,<=,0.5,mg/L,Broth dilution,,,,CLSI,,
155911,562.7619,Escherichia coli strain G100788-1A,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
155928,562.7755,Escherichia coli strain G302544,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
155945,562.772,Escherichia coli strain G302551,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
155962,562.7794,Escherichia coli strain G303212,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
155979,562.7772,Escherichia coli strain G400792,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
155996,562.7671,Escherichia coli strain G400871,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
156013,562.7633,Escherichia coli strain G401436,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
156030,562.7786,Escherichia coli strain G401529,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
156047,562.7647,Escherichia coli strain G500007,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
156064,562.7793,Escherichia coli strain G500297-1,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
156081,562.7738,Escherichia coli strain G500407,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
156098,562.774,Escherichia coli strain G500830,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
156115,562.7639,Escherichia coli strain G503854,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
156132,562.7744,Escherichia coli strain G504540,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
156149,562.7775,Escherichia coli strain G603423,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
156166,562.7674,Escherichia coli strain G702074-2,562.0,cefepime,Resistant,,,,,,,VITEK 2,BioMerieux,EUCAST,,
157112,562.42763,Escherichia coli strain M1,562.0,cefepime,Susceptible,2,==,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157128,562.42764,Escherichia coli strain M10,562.0,cefepime,Susceptible,2,==,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157145,562.42765,Escherichia coli strain M11,562.0,cefepime,Intermediate,8,==,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157161,562.42766,Escherichia coli strain M12,562.0,cefepime,Susceptible,2,==,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157178,562.42767,Escherichia coli strain M13,562.0,cefepime,Intermediate,8,==,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157195,562.42768,Escherichia coli strain M14,562.0,cefepime,Intermediate,8,==,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157211,562.42769,Escherichia coli strain M15,562.0,cefepime,Intermediate,4,==,4,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157228,562.4277,Escherichia coli strain M16,562.0,cefepime,Susceptible,2,==,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157244,562.42771,Escherichia coli strain M17,562.0,cefepime,Susceptible,2,==,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157259,562.42772,Escherichia coli strain M18,562.0,cefepime,Intermediate,8,==,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157276,562.42773,Escherichia coli strain M19,562.0,cefepime,Resistant,16,==,16,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157293,562.42774,Escherichia coli strain M2,562.0,cefepime,Susceptible,2,==,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157309,562.42775,Escherichia coli strain M20,562.0,cefepime,Susceptible,2,==,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157326,562.42776,Escherichia coli strain M21,562.0,cefepime,Susceptible,2,==,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157343,562.42777,Escherichia coli strain M22,562.0,cefepime,Susceptible,2,==,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157358,562.42778,Escherichia coli strain M23,562.0,cefepime,Intermediate,8,==,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157375,562.42779,Escherichia coli strain M24,562.0,cefepime,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157390,562.4278,Escherichia coli strain M25,562.0,cefepime,Susceptible,2,==,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157405,562.42781,Escherichia coli strain M26,562.0,cefepime,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157422,562.42782,Escherichia coli strain M27,562.0,cefepime,Resistant,16,==,16,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157439,562.42783,Escherichia coli strain M29,562.0,cefepime,Intermediate,8,==,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157455,562.42784,Escherichia coli strain M3,562.0,cefepime,Intermediate,8,==,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157472,562.42785,Escherichia coli strain M30,562.0,cefepime,Susceptible,1,<=,1,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157488,562.42786,Escherichia coli strain M31,562.0,cefepime,Intermediate,8,==,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157504,562.42787,Escherichia coli strain M32,562.0,cefepime,Susceptible,1,<=,1,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157520,562.42788,Escherichia coli strain M33,562.0,cefepime,Intermediate,8,==,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157536,562.42789,Escherichia coli strain M34,562.0,cefepime,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157552,562.4279,Escherichia coli strain M35,562.0,cefepime,Susceptible,1,<=,1,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157568,562.42791,Escherichia coli strain M36,562.0,cefepime,Intermediate,8,==,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157584,562.42792,Escherichia coli strain M37,562.0,cefepime,Intermediate,8,==,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157600,562.42794,Escherichia coli strain M38,562.0,cefepime,Susceptible,2,==,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157616,562.42796,Escherichia coli strain M39,562.0,cefepime,Susceptible,1,<=,1,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157632,562.42797,Escherichia coli strain M4,562.0,cefepime,Intermediate,8,==,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157648,562.42799,Escherichia coli strain M40,562.0,cefepime,Susceptible,1,<=,1,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157664,562.428,Escherichia coli strain M41,562.0,cefepime,Intermediate,8,==,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157680,562.42801,Escherichia coli strain M42,562.0,cefepime,Intermediate,8,==,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157696,562.42802,Escherichia coli strain M43,562.0,cefepime,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157712,562.42803,Escherichia coli strain M44,562.0,cefepime,Intermediate,8,==,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157728,562.42805,Escherichia coli strain M45,562.0,cefepime,Intermediate,8,==,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157744,562.42804,Escherichia coli strain M46,562.0,cefepime,Intermediate,8,==,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157760,562.42806,Escherichia coli strain M47,562.0,cefepime,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157776,562.42807,Escherichia coli strain M48,562.0,cefepime,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157792,562.42808,Escherichia coli strain M49,562.0,cefepime,Intermediate,8,==,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157808,562.42809,Escherichia coli strain M5,562.0,cefepime,Susceptible,2,==,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157824,562.4281,Escherichia coli strain M50,562.0,cefepime,Resistant,16,==,16,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157840,562.42811,Escherichia coli strain M51,562.0,cefepime,Susceptible,1,<=,1,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157856,562.42812,Escherichia coli strain M52,562.0,cefepime,Intermediate,8,==,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157872,562.42813,Escherichia coli strain M53,562.0,cefepime,Intermediate,8,==,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157888,562.42814,Escherichia coli strain M54,562.0,cefepime,Intermediate,8,==,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157904,562.42815,Escherichia coli strain M55,562.0,cefepime,Susceptible,1,<=,1,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157920,562.42816,Escherichia coli strain M6,562.0,cefepime,Susceptible,2,==,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157936,562.42817,Escherichia coli strain M7,562.0,cefepime,Intermediate,8,==,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157952,562.42818,Escherichia coli strain M8,562.0,cefepime,Susceptible,2,==,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
157968,562.42819,Escherichia coli strain M9,562.0,cefepime,Susceptible,2,==,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
158004,562.4282,Escherichia coli strain MUGSI_106,562.0,cefepime,Resistant,32,>,32,mg/L,Broth dilution,,,,CLSI,,
158030,562.42821,Escherichia coli strain MUGSI_123,562.0,cefepime,Susceptible,2,<=,2,mg/L,Broth dilution,,,,CLSI,,
158056,562.42822,Escherichia coli strain MUGSI_13,562.0,cefepime,Resistant,32,>,32,mg/L,Broth dilution,,,,CLSI,,
158082,562.42823,Escherichia coli strain MUGSI_132,562.0,cefepime,Resistant,32,>,32,mg/L,Broth dilution,,,,CLSI,,
158108,562.42824,Escherichia coli strain MUGSI_134,562.0,cefepime,Resistant,32,>,32,mg/L,Broth dilution,,,,CLSI,,
158134,562.42825,Escherichia coli strain MUGSI_138,562.0,cefepime,Susceptible,8,==,8,mg/L,Broth dilution,,,,CLSI,,
158160,562.42826,Escherichia coli strain MUGSI_14,562.0,cefepime,Resistant,32,>,32,mg/L,Broth dilution,,,,CLSI,,
158186,562.42827,Escherichia coli strain MUGSI_147,562.0,cefepime,Resistant,32,>,32,mg/L,Broth dilution,,,,CLSI,,
158212,562.42828,Escherichia coli strain MUGSI_148,562.0,cefepime,Intermediate,16,>=,16,mg/L,Broth dilution,,,,CLSI,,
158238,562.42829,Escherichia coli strain MUGSI_151,562.0,cefepime,Resistant,32,>,32,mg/L,Broth dilution,,,,CLSI,,
158264,562.4283,Escherichia coli strain MUGSI_154,562.0,cefepime,Resistant,32,>,32,mg/L,Broth dilution,,,,CLSI,,
158290,562.42831,Escherichia coli strain MUGSI_162,562.0,cefepime,Susceptible,8,==,8,mg/L,Broth dilution,,,,CLSI,,
158315,562.42832,Escherichia coli strain MUGSI_164,562.0,cefepime,Susceptible,8,==,8,mg/L,Broth dilution,,,,CLSI,,
158340,562.42833,Escherichia coli strain MUGSI_174,562.0,cefepime,Resistant,32,>,32,mg/L,Broth dilution,,,,CLSI,,
158366,562.42834,Escherichia coli strain MUGSI_179,562.0,cefepime,Resistant,32,>,32,mg/L,Broth dilution,,,,CLSI,,
158392,562.42835,Escherichia coli strain MUGSI_201,562.0,cefepime,Susceptible,8,==,8,mg/L,Broth dilution,,,,CLSI,,
158418,562.42836,Escherichia coli strain MUGSI_205,562.0,cefepime,Susceptible,0.5,<,0.5,mg/L,Broth dilution,,,,CLSI,,
158444,562.42837,Escherichia coli strain MUGSI_206,562.0,cefepime,Susceptible,0.5,<,0.5,mg/L,Broth dilution,,,,CLSI,,
158470,562.42838,Escherichia coli strain MUGSI_209,562.0,cefepime,Susceptible,0.5,<,0.5,mg/L,Broth dilution,,,,CLSI,,
158496,562.42839,Escherichia coli strain MUGSI_210,562.0,cefepime,Susceptible,0.5,<,0.5,mg/L,Broth dilution,,,,CLSI,,
158522,562.4284,Escherichia coli strain MUGSI_212,562.0,cefepime,Resistant,32,>,32,mg/L,Broth dilution,,,,CLSI,,
158548,562.42841,Escherichia coli strain MUGSI_217,562.0,cefepime,Resistant,32,>,32,mg/L,Broth dilution,,,,CLSI,,
158574,562.42842,Escherichia coli strain MUGSI_218,562.0,cefepime,Resistant,32,>,32,mg/L,Broth dilution,,,,CLSI,,
158600,562.42843,Escherichia coli strain MUGSI_226,562.0,cefepime,Resistant,32,>,32,mg/L,Broth dilution,,,,CLSI,,
158626,562.42844,Escherichia coli strain MUGSI_242,562.0,cefepime,Susceptible,0.5,<,0.5,mg/L,Broth dilution,,,,CLSI,,
158652,562.42845,Escherichia coli strain MUGSI_243,562.0,cefepime,Susceptible,0.5,<,0.5,mg/L,Broth dilution,,,,CLSI,,
158678,562.42846,Escherichia coli strain MUGSI_244,562.0,cefepime,Susceptible,8,==,8,mg/L,Broth dilution,,,,CLSI,,
158704,562.42847,Escherichia coli strain MUGSI_245,562.0,cefepime,Susceptible,0.5,<,0.5,mg/L,Broth dilution,,,,CLSI,,
158730,562.42848,Escherichia coli strain MUGSI_247,562.0,cefepime,Susceptible,0.5,<,0.5,mg/L,Broth dilution,,,,CLSI,,
158756,562.42849,Escherichia coli strain MUGSI_248,562.0,cefepime,Resistant,32,>,32,mg/L,Broth dilution,,,,CLSI,,
158782,562.4285,Escherichia coli strain MUGSI_249,562.0,cefepime,Resistant,32,>,32,mg/L,Broth dilution,,,,CLSI,,
158808,562.42851,Escherichia coli strain MUGSI_25,562.0,cefepime,Susceptible,8,==,8,mg/L,Broth dilution,,,,CLSI,,
158834,562.42852,Escherichia coli strain MUGSI_250,562.0,cefepime,Resistant,32,>,32,mg/L,Broth dilution,,,,CLSI,,
158860,562.42853,Escherichia coli strain MUGSI_255,562.0,cefepime,Intermediate,16,>=,16,mg/L,Broth dilution,,,,CLSI,,
158886,562.42854,Escherichia coli strain MUGSI_257,562.0,cefepime,Resistant,32,>,32,mg/L,Broth dilution,,,,CLSI,,
158912,562.42855,Escherichia coli strain MUGSI_258,562.0,cefepime,Resistant,32,>,32,mg/L,Broth dilution,,,,CLSI,,
158938,562.42856,Escherichia coli strain MUGSI_273,562.0,cefepime,Susceptible,0.5,<,0.5,mg/L,Broth dilution,,,,CLSI,,
158964,562.42857,Escherichia coli strain MUGSI_274,562.0,cefepime,Susceptible,0.5,<,0.5,mg/L,Broth dilution,,,,CLSI,,
158990,562.42858,Escherichia coli strain MUGSI_276,562.0,cefepime,Susceptible,0.5,<,0.5,mg/L,Broth dilution,,,,CLSI,,
